0.709,0.468,0.468,0.468,0.468,0.765,0.813,0.468,0.468
0.468,0.468,0.468,0.468,0.468,0.797,0.468,0.826,0.654
0.723,0.468,0.855,0.468,0.468,0.468,0.468,0.468,0.468
0.795,0.135,0.468,0.468,0.468,0.468,0.468,0.468,0.770
0.506,0.468,0.468,0.468,0.468,0.468,0.468,0.820,0.468
0.000,0.468,0.468,0.468,0.827,0.468,0.703,0.902,0.468
0.000,0.468,0.794,0.764,0.889,0.468,0.468,0.468,0.468
0.820,0.468,0.763,0.468,0.468,0.468,0.468,0.468,0.468
0.000,0.933,0.000,0.773,0.468,0.000,0.811,0.844,0.468
