 0.53608326E+002  0.81923448E-001
 0.53637783E+002  0.81068538E-001
 0.53658768E+002  0.79572484E-001
 0.53679909E+002  0.77571571E-001
 0.53711544E+002  0.75181030E-001
 0.53759834E+002  0.72497889E-001
 0.53828186E+002  0.69603436E-001
 0.53913567E+002  0.66565521E-001
 0.54010910E+002  0.63440412E-001
 0.54113735E+002  0.60274493E-001
 0.54217419E+002  0.57105720E-001
 0.54317734E+002  0.53964812E-001
 0.54414913E+002  0.50876368E-001
 0.54508606E+002  0.47859799E-001
 0.54599136E+002  0.44930149E-001
 0.54686218E+002  0.42098686E-001
 0.54770123E+002  0.39373662E-001
 0.54850872E+002  0.36760710E-001
 0.54928352E+002  0.34263302E-001
 0.55000637E+002  0.31883143E-001
 0.55067963E+002  0.29620508E-001
 0.55132328E+002  0.27474482E-001
 0.55199619E+002  0.25443193E-001
 0.55270187E+002  0.23524052E-001
 0.55334877E+002  0.21713864E-001
 0.55375126E+002  0.20009028E-001
 0.55385162E+002  0.18405594E-001
 0.55364574E+002  0.16899416E-001
 0.55282467E+002  0.15486192E-001
 0.55058651E+002  0.14161568E-001
 0.54544567E+002  0.12921170E-001
 0.53490341E+002  0.11760642E-001
 0.51632694E+002  0.10675699E-001
 0.48938744E+002  0.96621690E-002
 0.45854576E+002  0.87159732E-002
 0.42866337E+002  0.78331763E-002
 0.40067387E+002  0.70099919E-002
 0.37446537E+002  0.62427847E-002
 0.34985813E+002  0.55280798E-002
 0.32664352E+002  0.48625646E-002
 0.30462807E+002  0.42430977E-002
 0.28366060E+002  0.36666868E-002
 0.26359734E+002  0.31305118E-002
 0.24418385E+002  0.26318983E-002
 0.22501589E+002  0.21683355E-002
 0.20554945E+002  0.17374597E-002
 0.18508852E+002  0.13370350E-002
 0.16254055E+002  0.96497097E-003
 0.13471710E+002  0.61932002E-003
 0.88586817E+001  0.29823338E-003
 0.00000000E+000  0.00000000E+000
