 0.58689423E-001 -0.37001416E+000
 0.53720817E-001 -0.37719083E+000
 0.49039938E-001 -0.38428515E+000
 0.44635393E-001 -0.38980082E+000
 0.40496040E-001 -0.39564091E+000
 0.36611188E-001 -0.39875469E+000
 0.32970574E-001 -0.34200972E+000
 0.29564366E-001 -0.33233431E+000
 0.26383281E-001 -0.33908966E+000
 0.23418535E-001 -0.35888115E+000
 0.20661939E-001 -0.34056664E+000
 0.18105922E-001 -0.31056222E+000
 0.15743524E-001 -0.16910173E-001
 0.13568428E-001  0.43946113E-001
 0.11574983E-001  0.10503000E+000
 0.97581670E-002  0.16943587E+000
 0.81135361E-002  0.24164309E+000
 0.66371267E-002  0.33339965E+000
 0.53252727E-002  0.41853163E+000
 0.41743498E-002  0.51180393E+000
 0.31804147E-002  0.60171068E+000
 0.23387694E-002  0.75608623E+000
 0.16434775E-002  0.89960963E+000
 0.10869597E-002  0.90576452E+000
 0.65976183E-003  0.88256383E+000
 0.35059827E-003  0.89002621E+000
 0.14671603E-003  0.10053660E+001
 0.34527802E-004  0.10235885E+001
 0.00000000E+000  0.10155015E+001
 0.34527802E-004  0.10230267E+001
 0.14671603E-003  0.10044410E+001
 0.35059827E-003  0.97219455E+000
 0.65976183E-003  0.44450220E+000
 0.10869597E-002  0.36733139E+000
 0.16434775E-002  0.27204943E+000
 0.23387694E-002  0.15174605E+000
 0.31804147E-002  0.47524754E-001
 0.41743498E-002 -0.37873559E-001
 0.53252727E-002 -0.12401278E+000
 0.66371267E-002 -0.32043132E+000
 0.81135361E-002 -0.36019349E+000
 0.97581670E-002 -0.36471158E+000
 0.11574983E-001 -0.45722842E+000
 0.13568428E-001 -0.47609985E+000
 0.15743524E-001 -0.47191104E+000
 0.18105922E-001 -0.47176576E+000
 0.20661939E-001 -0.46962050E+000
 0.23418535E-001 -0.47060356E+000
 0.26383281E-001 -0.46496198E+000
 0.29564366E-001 -0.46056980E+000
 0.32970574E-001 -0.45443428E+000
 0.36611188E-001 -0.44972250E+000
 0.40496040E-001 -0.44466686E+000
 0.44635393E-001 -0.43905434E+000
 0.49039938E-001 -0.43247333E+000
 0.53720817E-001 -0.42525795E+000
 0.58689423E-001 -0.41675928E+000
 0.63957460E-001 -0.40822670E+000
 0.69536857E-001 -0.39794114E+000
 0.75439744E-001 -0.38754418E+000
 0.81678271E-001 -0.37647897E+000
 0.88264726E-001 -0.36551058E+000
 0.95211178E-001 -0.35453254E+000
 0.10252973E+000 -0.34356901E+000
 0.11023206E+000 -0.33308491E+000
 0.11832954E+000 -0.32199064E+000
 0.12683314E+000 -0.31224743E+000
 0.13575308E+000 -0.30586493E+000
 0.14509903E+000 -0.30165192E+000
 0.15487976E+000 -0.30031538E+000
 0.16510300E+000 -0.30095461E+000
 0.17577517E+000 -0.30198607E+000
 0.18690173E+000 -0.30366158E+000
 0.19848652E+000 -0.30419910E+000
 0.21053176E+000 -0.30542427E+000
 0.22303802E+000 -0.30598602E+000
 0.23600392E+000 -0.30758891E+000
 0.24942611E+000 -0.30839276E+000
 0.26329860E+000 -0.30565187E+000
 0.27761567E+000 -0.30216524E+000
 0.29236552E+000 -0.29755998E+000
 0.30753586E+000 -0.29257214E+000
 0.32311273E+000 -0.28686762E+000
 0.33907944E+000 -0.28095490E+000
 0.35541281E+000 -0.27437872E+000
 0.37209529E+000 -0.26761368E+000
 0.38909927E+000 -0.26043218E+000
 0.40640032E+000 -0.25304729E+000
 0.42396930E+000 -0.24532342E+000
 0.44177419E+000 -0.23757535E+000
 0.45978370E+000 -0.22953188E+000
 0.47796386E+000 -0.22143030E+000
 0.49628204E+000 -0.21319312E+000
 0.51469392E+000 -0.20523682E+000
 0.53317189E+000 -0.19703354E+000
 0.55167103E+000 -0.18884964E+000
 0.57015872E+000 -0.18330492E+000
 0.58859426E+000 -0.17405567E+000
 0.60694152E+000 -0.16411875E+000
 0.62516522E+000 -0.15727140E+000
 0.64322621E+000 -0.14883083E+000
 0.66109645E+000 -0.14131521E+000
 0.67873412E+000 -0.13382863E+000
 0.69611782E+000 -0.12634689E+000
 0.71321148E+000 -0.11901043E+000
 0.72999161E+000 -0.11176598E+000
 0.74643427E+000 -0.10472492E+000
 0.76251215E+000 -0.97698383E-001
 0.77821213E+000 -0.90860710E-001
 0.79351032E+000 -0.84168307E-001
 0.80839521E+000 -0.77630870E-001
 0.82285523E+000 -0.71199968E-001
 0.83687466E+000 -0.65006346E-001
 0.85045230E+000 -0.58904741E-001
 0.86357784E+000 -0.52967779E-001
 0.87624919E+000 -0.47253571E-001
 0.88846755E+000 -0.41650746E-001
 0.90022755E+000 -0.36236778E-001
 0.91153628E+000 -0.30972930E-001
 0.92239690E+000 -0.25989950E-001
 0.93281394E+000 -0.21006968E-001
 0.94278997E+000 -0.16314540E-001
 0.95233655E+000 -0.11128172E-001
 0.96146452E+000 -0.62904684E-002
 0.97018319E+000 -0.41597476E-002
 0.97850323E+000 -0.30943875E-002
 0.98643476E+000 -0.17917423E-002
 0.99398243E+000 -0.10740769E-001
 0.99999994E+000 -0.15709221E-001
 0.10011765E+001 -0.23060208E-001
 0.10024189E+001 -0.11830342E-001
 0.10037309E+001 -0.28667878E-002
 0.10051167E+001  0.41500628E-002
 0.10065800E+001  0.89829247E-002
 0.10081253E+001  0.10992581E-001
 0.10097575E+001  0.11888453E-001
 0.10114810E+001  0.12576094E-001
 0.10133013E+001  0.13326689E-001
 0.10152235E+001  0.13980432E-001
 0.10172535E+001  0.14532483E-001
 0.10193975E+001  0.15089376E-001
 0.10216615E+001  0.15583316E-001
 0.10240525E+001  0.16019145E-001
 0.10265776E+001  0.16479187E-001
 0.10292443E+001  0.16890803E-001
 0.10320604E+001  0.17316947E-001
 0.10350344E+001  0.17714037E-001
 0.10381753E+001  0.18111125E-001
 0.10414923E+001  0.18479159E-001
 0.10449953E+001  0.18842351E-001
 0.10486946E+001  0.19171642E-001
 0.10526013E+001  0.19505778E-001
 0.10567272E+001  0.19796332E-001
 0.10610843E+001  0.20082042E-001
 0.10656859E+001  0.20348381E-001
 0.10705452E+001  0.20580824E-001
 0.10756772E+001  0.20769684E-001
 0.10810969E+001  0.20948857E-001
 0.10868204E+001  0.21079607E-001
 0.10928648E+001  0.21176457E-001
 0.10992482E+001  0.21244254E-001
 0.11059895E+001  0.21268466E-001
 0.11131086E+001  0.21229725E-001
 0.11206272E+001  0.21152245E-001
 0.11285671E+001  0.21021497E-001
 0.11369523E+001  0.20856850E-001
 0.11458076E+001  0.20629250E-001
 0.11551595E+001  0.20353224E-001
 0.11650357E+001  0.20019088E-001
 0.11754657E+001  0.19631686E-001
 0.11864804E+001  0.19181328E-001
 0.11981128E+001  0.18672861E-001
 0.12103974E+001  0.18120810E-001
 0.12233708E+001  0.17481593E-001
 0.12370715E+001  0.16755212E-001
 0.12515405E+001  0.15864184E-001
 0.12668209E+001  0.15462252E-001
 0.12829578E+001  0.13162042E-001
 0.13000000E+001  0.12096682E-001
