0.383,0.096,0.383,0.383,0.383,0.383,0.383,0.875,0.383
0.383,0.383,0.917,0.894,0.383,0.753,0.379,0.383,0.908
0.383,0.803,0.383,0.922,0.920,0.383,0.379,0.383,0.359
0.383,0.857,0.865,0.383,0.383,0.794,0.379,0.877,0.383
0.383,0.383,0.883,0.383,0.916,0.383,0.797,0.379,0.378
0.383,0.894,0.383,0.820,0.383,0.383,0.844,0.755,0.378
0.374,0.010,0.033,0.335,0.890,0.907,0.379,0.726,0.379
0.904,0.383,0.383,0.780,0.383,0.893,0.800,0.379,0.379
0.379,0.881,0.383,0.379,0.383,0.379,0.425,0.379,0.379
