side,media_id,title_romaji,title_english,title_native,site_url
only_in_namonaki,1932,Yes! Precure 5,Yes! Pretty Cure 5,Yes! プリキュア5,https://anilist.co/anime/1932
only_in_namonaki,2025,DARKER THAN BLACK: Kuro no Keiyakusha,Darker than Black,DARKER THAN BLACK -黒の契約者-,https://anilist.co/anime/2025
only_in_namonaki,2026,Hayate no Gotoku!,Hayate the Combat Butler,ハヤテのごとく！,https://anilist.co/anime/2026
only_in_namonaki,2107,ONE PIECE: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,"One Piece: The Desert Princess and the Pirates, Adventures in Alabasta",ONE PIECE エピソードオブアラバスタ 砂漠の王女と海賊たち,https://anilist.co/anime/2107
only_in_namonaki,2165,Gegege no Kitarou (2007),,ゲゲゲの鬼太郎 (2007),https://anilist.co/anime/2165
only_in_namonaki,2171,Meitantei Conan: Konpeki no Hitsugi (Jolly Roger),Case Closed: Jolly Roger in the Deep Azure,名探偵コナン 紺碧の棺 （ジョリー・ロジャー）,https://anilist.co/anime/2171
only_in_namonaki,2392,Doraemon: Nobita no Kyouryuu (2006),,ドラえもん のび太の恐竜2006,https://anilist.co/anime/2392
only_in_namonaki,2603,Mushi-Uta,Mushi-Uta,ムシウタ,https://anilist.co/anime/2603
only_in_namonaki,2605,Sayonara Zetsubou Sensei,"Sayonara, Zetsubou-Sensei",さよなら絶望先生,https://anilist.co/anime/2605
only_in_namonaki,2673,Doraemon: Nobita no Shin Makai Daibouken - Shichinin no Mahoutsukai,Doraemon The Movie 2007,ドラえもん のび太の新魔界大冒険～7人の魔法使い～,https://anilist.co/anime/2673
only_in_namonaki,2707,Majime ni Fumajime Kaiketsu Zorori,,まじめにふまじめ　かいけつゾロリ,https://anilist.co/anime/2707
only_in_namonaki,2752,Tennis no Ouji-sama: Zenkoku Taikai-hen Semifinal,,テニスの王子様 全国大会篇 Semifinal,https://anilist.co/anime/2752
only_in_namonaki,2787,Shakugan no Shana II (Second),Shakugan no Shana: Season II ,灼眼のシャナⅡ(Second),https://anilist.co/anime/2787
only_in_namonaki,2847,Pocket Monsters Diamond & Pearl: Dialga VS Palkia VS Darkrai,Pokémon: The Rise of Darkrai,ポケットモンスター ダイヤモンド＆パール ディアルガVSパルキアVSダークライ,https://anilist.co/anime/2847
only_in_namonaki,2926,Myself ; Yourself,Myself; Yourself,マイセルフ；ユアセルフ,https://anilist.co/anime/2926
only_in_namonaki,2927,Kimikiss pure rouge,Kimikiss,キミキス pure rouge,https://anilist.co/anime/2927
only_in_namonaki,3228,Zoku Sayonara Zetsubou Sensei,"Zoku Sayonara, Zetsubou-Sensei",俗・さよなら絶望先生,https://anilist.co/anime/3228
only_in_namonaki,3295,Yatterman,,ヤッターマン,https://anilist.co/anime/3295
only_in_namonaki,3366,PERSONA -trinity soul-,Persona -trinity soul-,PERSONA -trinity soul-,https://anilist.co/anime/3366
only_in_namonaki,3588,Soul Eater,Soul Eater,ソウルイーター,https://anilist.co/anime/3588
only_in_namonaki,3653,Kurogane no Linebarrels,Linebarrels of Iron,鉄のラインバレル,https://anilist.co/anime/3653
only_in_namonaki,3692,Yes! Precure 5 GoGo!,,Yes!プリキュア5GoGo!,https://anilist.co/anime/3692
only_in_namonaki,3710,Hakaba Kitarou,Graveyard Kitaro,墓場鬼太郎,https://anilist.co/anime/3710
only_in_namonaki,3713,Jigoku Shoujo: Mitsuganae,Hell Girl: Three Vessels,地獄少女 三鼎,https://anilist.co/anime/3713
only_in_namonaki,3848,"ONE PIECE THE MOVIE: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",One Piece: Episode Of Chopper +: The Miracle Winter Cherry Blossom,ONE PIECE THE MOVIE エピソードオブチョッパー+ 冬に咲く、奇跡の桜,https://anilist.co/anime/3848
only_in_namonaki,4026,Pocket Monsters Diamond & Pearl: Giratina to Sora no Hanataba Sheimi,Pokémon: Giratina and the Sky Warrior,ポケットモンスター ダイヤモンド&パール ギラティナと氷空の花束 シェイミ,https://anilist.co/anime/4026
only_in_namonaki,4039,Golgo 13 (TV),,ゴルゴ13 (TV),https://anilist.co/anime/4039
only_in_namonaki,4053,Tennis no Ouji-sama: Zenkoku Taikai-hen Final,,テニスの王子様 全国大会篇 Final,https://anilist.co/anime/4053
only_in_namonaki,4063,Sekirei,,セキレイ,https://anilist.co/anime/4063
only_in_namonaki,4080,Kyou kara Maou! 3rd Series,Kyo Kara Maoh! Season 3,今日からマ王！第3シリーズ,https://anilist.co/anime/4080
only_in_namonaki,4081,Natsume Yuujinchou,Natsume's Book of Friends Season 1,夏目友人帳,https://anilist.co/anime/4081
only_in_namonaki,4155,ONE PIECE FILM: STRONG WORLD,One Piece Film: Strong World,ONE PIECE FILM STRONG WORLD,https://anilist.co/anime/4155
only_in_namonaki,4192,Hayate no Gotoku!!,Hayate the Combat Butler!!,ハヤテのごとく！！,https://anilist.co/anime/4192
only_in_namonaki,4382,Suzumiya Haruhi no Yuuutsu (2009),The Melancholy of Haruhi Suzumiya (2009),涼宮ハルヒの憂鬱,https://anilist.co/anime/4382
only_in_namonaki,4654,Toaru Majutsu no Index,A Certain Magical Index,とある魔術の禁書目録,https://anilist.co/anime/4654
only_in_namonaki,4725,Ga-Rei-Zero,Ga-Rei-Zero,喰霊-零-,https://anilist.co/anime/4725
only_in_namonaki,5019,Lupin III: sweet lost night - Mahou no Lamp wa Akumu no Yokan,Lupin the 3rd: Sweet Lost Night,ルパン三世　sweet lost night ～魔法のランプは悪夢の予感～,https://anilist.co/anime/5019
only_in_namonaki,5027,Stitch!,Stitch!,スティッチ！,https://anilist.co/anime/5027
only_in_namonaki,5096,Doraemon: Nobita to Midori no Kyojin Den,,ドラえもん のび太と緑の巨人伝,https://anilist.co/anime/5096
only_in_namonaki,5114,Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST,Fullmetal Alchemist: Brotherhood,鋼の錬金術師 FULLMETAL ALCHEMIST,https://anilist.co/anime/5114
only_in_namonaki,5252,ONE PIECE: ROMANCE DAWN STORY,One Piece: Romance Dawn Story,ONE PIECE ロマンス ドーン ストーリー,https://anilist.co/anime/5252
only_in_namonaki,5277,Sekirei: Pure Engagement,,セキレイ～Pure Engagement～,https://anilist.co/anime/5277
only_in_namonaki,5300,Zoku Natsume Yuujinchou,Natsume's Book of Friends Season 2,続 夏目友人帳,https://anilist.co/anime/5300
only_in_namonaki,5420,Kemono no Souja Erin,Erin,獣の奏者エリン,https://anilist.co/anime/5420
only_in_namonaki,5630,Higashi no Eden,Eden of the East,東のエデン,https://anilist.co/anime/5630
only_in_namonaki,5725,Kodai Ouja Kyouryuu King: D-Kids Adventure - Yokuryuu Densetsu,Dinosaur King Season 2,古代王者恐竜キング Dキッズ・アドベンチャー翼竜伝説,https://anilist.co/anime/5725
only_in_namonaki,5821,Zenmai Zamurai,,ぜんまいざむらい,https://anilist.co/anime/5821
only_in_namonaki,6033,Dragon Ball Kai,Dragon Ball Z Kai,ドラゴンボール改,https://anilist.co/anime/6033
only_in_namonaki,6045,Kimi ni Todoke,Kimi ni Todoke: From Me to You,君に届け,https://anilist.co/anime/6045
only_in_namonaki,6116,Mainichi Kaasan,Kaasan - Mom's Life,毎日かあさん,https://anilist.co/anime/6116
only_in_namonaki,6372,Higashi no Eden Movie I: The King of Eden,Eden of the East the Movie I: The King of Eden,東のエデン 劇場版I The King of Eden,https://anilist.co/anime/6372
only_in_namonaki,6573,DARKER THAN BLACK: Ryuusei no Gemini,Darker than Black: Gemini of the Meteor,DARKER THAN BLACK -流星の双子-,https://anilist.co/anime/6573
only_in_namonaki,6746,Durarara!!,Durarara!!,デュラララ!!,https://anilist.co/anime/6746
only_in_namonaki,6773,Shakugan no Shana III (Final),Shakugan no Shana: Season III,灼眼のシャナIII (Final),https://anilist.co/anime/6773
only_in_namonaki,6988,Doraemon: Nobita no Ningyo Daikaisen,Doraemon: Nobita's Great Mermaid Naval Battle,ドラえもん のび太の人魚大海戦,https://anilist.co/anime/6988
only_in_namonaki,7058,Uragiri wa Boku no Namae wo Shitteiru,The Betrayal Knows My Name,裏切りは僕の名前を知っている,https://anilist.co/anime/7058
only_in_namonaki,7081,Danball Senki,LBX: Little Battlers eXperience,ダンボール戦機,https://anilist.co/anime/7081
only_in_namonaki,7472,Gintama: Shinyaku Benizakura-hen,Gintama - The Movie,銀魂 新訳紅桜篇,https://anilist.co/anime/7472
only_in_namonaki,7645,Heartcatch Precure!,Heartcatch Precure!,ハートキャッチプリキュア!,https://anilist.co/anime/7645
only_in_namonaki,7695,Pocket Monsters Diamond & Pearl: Genei no Hasha Zoroark,Pokémon: Zoroark—Master of Illusions,ポケットモンスター ダイヤモンド&パール 幻影の覇者 ゾロアーク,https://anilist.co/anime/7695
only_in_namonaki,7711,Karigurashi no Arrietty,The Secret World of Arrietty,借りぐらしのアリエッティ,https://anilist.co/anime/7711
only_in_namonaki,7762,"Yondemasu yo, Azazel-san.",,よんでますよ、アザゼルさん。,https://anilist.co/anime/7762
only_in_namonaki,7785,Yojouhan Shinwa Taikei,The Tatami Galaxy,四畳半神話大系,https://anilist.co/anime/7785
only_in_namonaki,8246,NARUTO: Shippuuden - The Lost Tower,Naruto Shippuden the Movie: The Lost Tower,劇場版 NARUTO -ナルト- 疾風伝 ザ・ロストタワー,https://anilist.co/anime/8246
only_in_namonaki,8336,Hanakappa,,はなかっぱ,https://anilist.co/anime/8336
only_in_namonaki,8345,Ukkari Pénélope,,うっかりペネロペ,https://anilist.co/anime/8345
only_in_namonaki,8346,Ukkari Pénélope OVA,,メリークリスマス、ペネロペ / ペネロペのクリスマスパーティー,https://anilist.co/anime/8346
only_in_namonaki,8408,Durarara!! Specials,,デュラララ!!,https://anilist.co/anime/8408
only_in_namonaki,8460,Mirai Nikki OVA,,未来日記,https://anilist.co/anime/8460
only_in_namonaki,8630,Hidan no Aria,Aria the Scarlet Ammo,緋弾のアリア,https://anilist.co/anime/8630
only_in_namonaki,8740,ONE PIECE FILM: STRONG WORLD - EPISODE:0,,ONE PIECE FILM STRONG WORLD EPISODE:0,https://anilist.co/anime/8740
only_in_namonaki,8795,Panty & Stocking with Garterbelt,Panty & Stocking with Garterbelt,パンティ＆ストッキングwithガーターベルト,https://anilist.co/anime/8795
only_in_namonaki,8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Code Geass: Akito the Exiled - The Wyvern Arrives,コードギアス 亡国のアキト 第1章 翼竜は舞い降りた,https://anilist.co/anime/8888
only_in_namonaki,8937,Toaru Majutsu no Index II,A Certain Magical Index II,とある魔術の禁書目録II,https://anilist.co/anime/8937
only_in_namonaki,8964,Stitch!: Zutto Saikou no Tomodachi,Stitch! ~Best Friends Forever~,スティッチ! ～ずっと最高のトモダチ～,https://anilist.co/anime/8964
only_in_namonaki,9289,Hanasaku Iroha,Hanasaku Iroha ~Blossoms for Tomorrow~,花咲くいろは,https://anilist.co/anime/9289
only_in_namonaki,9331,Yumekui Merry,Dream Eater Merry,夢喰いメリー,https://anilist.co/anime/9331
only_in_namonaki,9367,Freezing,Freezing,フリージング,https://anilist.co/anime/9367
only_in_namonaki,9656,Kimi ni Todoke 2ND SEASON,Kimi ni Todoke: From Me to You Season 2,君に届け 2ND SEASON,https://anilist.co/anime/9656
only_in_namonaki,9735,Gintama: Shinyaku Benizakura-hen Special,,銀魂 新訳紅桜篇,https://anilist.co/anime/9735
only_in_namonaki,9760,Hoshi wo Ou Kodomo,Children who Chase Lost Voices,星を追う子ども,https://anilist.co/anime/9760
only_in_namonaki,9863,SKET DANCE,SKET Dance,SKET DANCE,https://anilist.co/anime/9863
only_in_namonaki,9917,Pocket Monsters Best Wishes!: Victini to Kuroki Eiyuu Zekrom,Pokémon the Movie: White—Victini and Zekrom,ポケットモンスター ベストウィッシュ 「ビクティニと黒き英雄」,https://anilist.co/anime/9917
only_in_namonaki,9969,Gintama',Gintama Season 2,銀魂’,https://anilist.co/anime/9969
only_in_namonaki,10165,Nichijou,Nichijou - My Ordinary Life,日常,https://anilist.co/anime/10165
only_in_namonaki,10187,Hen Zemi (TV),,変ゼミ (TV),https://anilist.co/anime/10187
only_in_namonaki,10357,Jinrui wa Suitai Shimashita,Humanity Has Declined,人類は衰退しました,https://anilist.co/anime/10357
only_in_namonaki,10379,Natsume Yuujinchou San,Natsume's Book of Friends Season 3,夏目友人帳 参,https://anilist.co/anime/10379
only_in_namonaki,10408,Hotarubi no Mori e,Into the Forest of Fireflies' Light,蛍火の杜へ,https://anilist.co/anime/10408
only_in_namonaki,10495,Yuru Yuri,YuruYuri,ゆるゆり,https://anilist.co/anime/10495
only_in_namonaki,10588,Persona 4 the Animation,Persona 4 the Animation,ペルソナ4アニメーション,https://anilist.co/anime/10588
only_in_namonaki,10671,Morita-san wa Mukuchi.,,森田さんは無口。,https://anilist.co/anime/10671
only_in_namonaki,10706,Yasai no Yousei: N.Y.SALAD 2nd Series,,やさいのようせい N.Y.SALAD 2ndシリーズ,https://anilist.co/anime/10706
only_in_namonaki,10800,Chihayafuru,Chihayafuru,ちはやふる,https://anilist.co/anime/10800
only_in_namonaki,10842,Hagane no Renkinjutsushi: Milos no Seinaru Hoshi Tokubetsu Eizou,,鋼の錬金術師 嘆きの丘[ミロス]の聖なる星 特別動画,https://anilist.co/anime/10842
only_in_namonaki,10999,Inazuma Eleven GO: Kyuukyoku no Kizuna Gryphon,Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon,劇場版イナズマイレブンGO 究極の絆 グリフォン,https://anilist.co/anime/10999
only_in_namonaki,11371,Shin Tennis no Ouji-sama,The Prince of Tennis II,新テニスの王子様,https://anilist.co/anime/11371
only_in_namonaki,11433,Ano Natsu de Matteru,Waiting in the Summer,あの夏で待ってる,https://anilist.co/anime/11433
only_in_namonaki,11499,Sankarea,Sankarea: Undying Love,さんかれあ,https://anilist.co/anime/11499
only_in_namonaki,11665,Natsume Yuujinchou Shi,Natsume's Book of Friends Season 4,夏目友人帳 肆,https://anilist.co/anime/11665
only_in_namonaki,11703,CØDE:BREAKER,Code:Breaker,CØDE:BREAKER,https://anilist.co/anime/11703
only_in_namonaki,12031,Kingdom,Kingdom,キングダム,https://anilist.co/anime/12031
only_in_namonaki,12355,Ookami Kodomo no Ame to Yuki,Wolf Children,おおかみこどもの雨と雪,https://anilist.co/anime/12355
only_in_namonaki,12671,Pocket Monsters Best Wishes: Kyurem VS Seikenshi,Pokémon the Movie: Kyurem VS. The Sword of Justice,劇場版 ポケットモンスター ベストウイッシュ キュレムVS聖剣士,https://anilist.co/anime/12671
only_in_namonaki,12753,Phi Brain: Kami no Puzzle 2nd Season,Phi Brain ~ Puzzle of God: The Opheus Order,ファイ・ブレイン 〜神のパズル 第2シリーズ,https://anilist.co/anime/12753
only_in_namonaki,12859,ONE PIECE FILM: Z,One Piece Film: Z,ONE PIECE FILM Z,https://anilist.co/anime/12859
only_in_namonaki,12979,NARUTO SD Rock Lee no Seishun Full-Power Ninden,NARUTO Spin-Off: Rock Lee & His Ninja Pals,NARUTOナルトSD ロック・リーの青春フルパワー忍伝,https://anilist.co/anime/12979
only_in_namonaki,13073,Tennis no Ouji-sama OVA ANOTHER STORY II: Ano Toki no Bokura OVA Bonus,,テニスの王子様 OVA ANOTHER STORYⅡ～アノトキノボクラ,https://anilist.co/anime/13073
only_in_namonaki,13163,Furusato Saisei: Nippon no Mukashi Banashi,Folktales from Japan,ふるさと再生 日本の昔ばなし,https://anilist.co/anime/13163
only_in_namonaki,13177,Little Charo,Little Charo,リトル・チャロ,https://anilist.co/anime/13177
only_in_namonaki,13261,Inazuma Eleven GO: Chrono Stone,,イナズマイレブンGO クロノ・ストーン,https://anilist.co/anime/13261
only_in_namonaki,13271,HUNTER×HUNTER: Phantom Rouge,Hunter x Hunter: Phantom Rouge,劇場版 HUNTER×HUNTER 緋色の幻影（ファントム・ルージュ）,https://anilist.co/anime/13271
only_in_namonaki,13391,Rakuen Tsuihou: Expelled From Paradise,Expelled From Paradise,楽園追放 -Expelled From Paradise-,https://anilist.co/anime/13391
only_in_namonaki,13587,Persona 4 the Animation: No One is Alone,,ペルソナ4アニメーション,https://anilist.co/anime/13587
only_in_namonaki,13779,House Foods: Ouchi de Tabeyou,,ハウス食品 おうちで食べよう,https://anilist.co/anime/13779
only_in_namonaki,14093,Pocket Monsters Best Wishes! Season 2,Pokémon BW: Rival Destinies,ポケットモンスター ベストウイッシュ シーズン2,https://anilist.co/anime/14093
only_in_namonaki,14175,Hanasaku Iroha: HOME SWEET HOME,Hanasaku Iroha the Movie ~ HOME SWEET HOME ~,花咲くいろは HOME SWEET HOME,https://anilist.co/anime/14175
only_in_namonaki,14227,Tonari no Kaibutsu-kun,My Little Monster,となりの怪物くん,https://anilist.co/anime/14227
only_in_namonaki,14355,Yama no Susume,Encouragement of Climb,ヤマノススメ,https://anilist.co/anime/14355
only_in_namonaki,14397,Chihayafuru 2,Chihayafuru 2,ちはやふる 2,https://anilist.co/anime/14397
only_in_namonaki,14653,Hayate no Gotoku!: CAN'T TAKE MY EYES OFF YOU,Hayate the Combat Butler: Can't Take My Eyes Off You,ハヤテのごとく! CAN'T TAKE MY EYES OFF YOU,https://anilist.co/anime/14653
only_in_namonaki,14735,Meitantei Conan: Sekkai no Private Eye,Case Closed: Private Eye in the Distant Sea,名探偵コナン・絶海の探偵,https://anilist.co/anime/14735
only_in_namonaki,14837,Dragon Ball Z: Kami to Kami,Dragon Ball Z: Battle of Gods,ドラゴンボールZ: 神と神,https://anilist.co/anime/14837
only_in_namonaki,15125,Teekyuu,Teekyuu,てーきゅう,https://anilist.co/anime/15125
only_in_namonaki,15199,Code Geass: Boukoku no Akito 3 - Kagayakumono Ten Yori Otsu,Code Geass: Akito the Exiled - The Brightness Falls,コードギアス 亡国のアキト 第3章 輝くもの天より墮つ,https://anilist.co/anime/15199
only_in_namonaki,15201,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara,Code Geass: Akito the Exiled - Memories of Hatred,コードギアス 亡国のアキト 第4章 憎しみの記憶から,https://anilist.co/anime/15201
only_in_namonaki,15323,ONE PIECE: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,,ONE PIECE エピソードオブナミ 〜航海士の涙と仲間の絆〜,https://anilist.co/anime/15323
only_in_namonaki,15335,Gintama: Kanketsu-hen - Yorozuya yo Eien Nare,Gintama: The Final Chapter - Be Forever Yorozuya,劇場版 銀魂 完結篇 万事屋よ永遠なれ,https://anilist.co/anime/15335
only_in_namonaki,15417,Gintama': Enchousen,Gintama Season 3,銀魂’延長戦,https://anilist.co/anime/15417
only_in_namonaki,15489,Yu☆Gi☆Oh! ZEXAL II,Yu-Gi-Oh! ZEXAL II,遊☆戯☆王ZEXALⅡ（セカンド）,https://anilist.co/anime/15489
only_in_namonaki,15651,Phi Brain: Kami no Puzzle 3rd Season,Phi-Brain ~ Puzzle of God Season 3,ファイ・ブレイン 〜神のパズル 第3シリーズ,https://anilist.co/anime/15651
only_in_namonaki,15819,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,,金田一少年の事件簿 黒魔術殺人事件編,https://anilist.co/anime/15819
only_in_namonaki,15959,Nurarihyon no Mago OVA,Nura: Rise of the Yokai Clan OVA,ぬらりひょんの孫,https://anilist.co/anime/15959
only_in_namonaki,16239,ONE PIECE: Episode of Luffy - Hand Island no Bouken,One Piece: Episode of Luffy - Hand Island Adventure,ONE PIECE エピソードオブルフィ 〜ハンドアイランドの冒険〜,https://anilist.co/anime/16239
only_in_namonaki,16241,"Yondemasu yo, Azazel-san. Z","You're Being Summoned, Azazel Z",よんでますよ、アザゼルさん。Z,https://anilist.co/anime/16241
only_in_namonaki,16353,Love Lab,Love Lab,恋愛ラボ,https://anilist.co/anime/16353
only_in_namonaki,16468,ONE PIECE FILM: Z - GLORIOUS ISLAND,,ONE PIECE FILM Z『GLORIOUS ISLAND』,https://anilist.co/anime/16468
only_in_namonaki,16680,Pocket Monsters Best Wishes! Shinsoku no Genesect: Mewtwo Kakusei,Pokémon the Movie: Genesect and the Legend Awakened,劇場版 ポケットモンスター ベストウイッシュ 神速のゲノセクト ミュウツー覚醒,https://anilist.co/anime/16680
only_in_namonaki,16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"WataMote: No Matter How I Look At It, It's You Guys' Fault I'm Not Popular!",私がモテないのはどう考えてもお前らが悪い!,https://anilist.co/anime/16742
only_in_namonaki,16782,Kotonoha no Niwa,The Garden of Words,言の葉の庭,https://anilist.co/anime/16782
only_in_namonaki,16870,THE LAST: NARUTO THE MOVIE,The Last: Naruto the Movie,THE LAST -NARUTO THE MOVIE-,https://anilist.co/anime/16870
only_in_namonaki,16982,Hayate no Gotoku!: Cuties,Hayate the Combat Butler: Cuties,ハヤテのごとく！ Cuties,https://anilist.co/anime/16982
only_in_namonaki,17113,Crayon Shin-chan: Bakauma! B-Kyuu Gourmet Survival Battle!!,,映画クレヨンしんちゃん バカうまっ! B級グルメサバイバル!!,https://anilist.co/anime/17113
only_in_namonaki,17115,Pocket Monsters Best Wishes! Season 2: Episode N,Pokémon BW: Adventures in Unova,ポケットモンスター ベストウイッシュ シーズン2 エピソードN,https://anilist.co/anime/17115
only_in_namonaki,17703,Danchi Tomoo,,団地ともお,https://anilist.co/anime/17703
only_in_namonaki,17831,Inu to Hasami wa Tsukaiyou,Dog & Scissors,犬とハサミは使いよう,https://anilist.co/anime/17831
only_in_namonaki,17873,Pocket Monsters Best Wishes! Season 2: Decolora Adventure,Pokémon BW: Adventures in Unova and Beyond,ポケットモンスター ベストウイッシュ シーズン２ デコロラアドベンチャー,https://anilist.co/anime/17873
only_in_namonaki,17909,Uchouten Kazoku,The Eccentric Family,有頂天家族,https://anilist.co/anime/17909
only_in_namonaki,18001,Freezing Vibration,,フリージング ヴァイブレーション,https://anilist.co/anime/18001
only_in_namonaki,18097,Inazuma Eleven Go: Galaxy,,イナズマイレブンＧＯ ギャラクシー,https://anilist.co/anime/18097
only_in_namonaki,18121,Teekyuu 2,Teekyuu 2,てーきゅう2,https://anilist.co/anime/18121
only_in_namonaki,18397,Shingeki no Kyojin OVA,Attack on Titan OVA,進撃の巨人 OVA,https://anilist.co/anime/18397
only_in_namonaki,18429,Lupin III vs. Meitantei Conan: THE MOVIE,Lupin the 3rd Vs Detective Conan: The Movie,ルパン三世vs.名探偵コナン THE MOVIE,https://anilist.co/anime/18429
only_in_namonaki,18893,Aoki Hagane no Arpeggio: Ars Nova,Arpeggio of Blue Steel,蒼き鋼のアルペジオ,https://anilist.co/anime/18893
only_in_namonaki,19123,ONE PIECE: Episode of Merry - Mou Hitori no Nakama no Monogatari,One Piece: Episode of Merry - The Tale of One More Friend,ONE PIECE エピソードオブメリー 〜もうひとりの仲間の物語〜,https://anilist.co/anime/19123
only_in_namonaki,19291,Pocket Monsters XY,Pokémon the Series: XY,ポケットモンスターXY,https://anilist.co/anime/19291
only_in_namonaki,19319,Gundam Build Fighters,Gundam Build Fighters,ガンダムビルドファイターズ,https://anilist.co/anime/19319
only_in_namonaki,19469,Saiki Kusuo no Ψ-nan (ONA),,斉木楠雄のΨ難 (ONA),https://anilist.co/anime/19469
only_in_namonaki,19769,Mahou Sensou,Magical Warfare,魔法戦争,https://anilist.co/anime/19769
only_in_namonaki,19775,Sidonia no Kishi,Knights of Sidonia,シドニアの騎士,https://anilist.co/anime/19775
only_in_namonaki,19951,HUNTER×HUNTER: THE LAST MISSION,Hunter x Hunter: The Last Mission,劇場版 HUNTER×HUNTER THE LAST MISSION,https://anilist.co/anime/19951
only_in_namonaki,20021,Sword Art Online: Extra Edition,Sword Art Online EXTRA EDITION,ソードアート・オンライン Extra Edition,https://anilist.co/anime/20021
only_in_namonaki,20159,Pocket Monsters: THE ORIGIN,Pokémon Origins,ポケットモンスター THE ORIGIN,https://anilist.co/anime/20159
only_in_namonaki,20447,Noragami,Noragami,ノラガミ,https://anilist.co/anime/20447
only_in_namonaki,20462,Hitsugi no Chaika,Chaika -The Coffin Princess-,棺姫のチャイカ,https://anilist.co/anime/20462
only_in_namonaki,20485,Yama no Susume: Second Season,Encouragement of Climb Season 2,ヤマノススメ セカンドシーズン,https://anilist.co/anime/20485
only_in_namonaki,20518,Jinsei,JINSEI - Life Consulting,人生,https://anilist.co/anime/20518
only_in_namonaki,20541,Mekakucity Actors,,メカクシティアクターズ,https://anilist.co/anime/20541
only_in_namonaki,20547,Soul Eater Not!,,ソウルイータノット！,https://anilist.co/anime/20547
only_in_namonaki,20555,Omoide no Marnie,When Marnie Was There,思い出のマーニー,https://anilist.co/anime/20555
only_in_namonaki,20566,Nagato Yuki-chan no Shoushitsu,The Disappearance of Nagato Yuki-chan,長門有希ちゃんの消失,https://anilist.co/anime/20566
only_in_namonaki,20592,Seikoku no Dragonar,Dragonar Academy,星刻の竜騎士,https://anilist.co/anime/20592
only_in_namonaki,20599,Soredemo Sekai wa Utsukushii,The World is Still Beautiful,それでも世界は美しい,https://anilist.co/anime/20599
only_in_namonaki,20609,Magi: Sinbad no Bouken OVA,Magi: Adventure of Sinbad (OVA),マギ シンドバッドの冒険 OVA,https://anilist.co/anime/20609
only_in_namonaki,20621,Majin Bone,,マジンボーン,https://anilist.co/anime/20621
only_in_namonaki,20635,Dragon Ball Kai (2014),Dragon Ball Z Kai: The Final Chapters,ドラゴンボール改 (2014),https://anilist.co/anime/20635
only_in_namonaki,20642,Kindaichi Shounen no Jikenbo R,The File of Young Kindaichi Returns,金田一少年の事件簿Ｒ,https://anilist.co/anime/20642
only_in_namonaki,20644,Pokémon The Movie XY: Hakai no Mayu to Diancie,Pokémon the Movie: Diancie and the Cocoon of Destruction,ポケモン・ザ・ムービーXY 破壊の繭とディアンシー,https://anilist.co/anime/20644
only_in_namonaki,20652,Durarara!!x2 Shou,Durarara!! X2,デュラララ!!×２ 承,https://anilist.co/anime/20652
only_in_namonaki,20655,Hero Bank,,ヒーローバンク,https://anilist.co/anime/20655
only_in_namonaki,20679,Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka,The Irregular at Magic High School: Get to Know Magic Studies,魔法科高校の劣等生 よくわかる魔法科！,https://anilist.co/anime/20679
only_in_namonaki,20683,Pocket Monsters XY: MEGA EVOLUTION,Pokémon the Series: XY Mega Evolution Specials,ポケットモンスターXY MEGA EVOLUTION,https://anilist.co/anime/20683
only_in_namonaki,20691,Shingeki no Kyojin Zenpen: Guren no Yumiya,Attack on Titan Part I: Crimson Bow and Arrow,劇場版「進撃の巨人」前編～紅蓮の弓矢～,https://anilist.co/anime/20691
only_in_namonaki,20692,Shingeki no Kyojin Kouhen: Jiyuu no Tsubasa,Attack on Titan Part II: Wings of Freedom,劇場版「進撃の巨人」後編～自由の翼～,https://anilist.co/anime/20692
only_in_namonaki,20701,Ookami Shoujo to Kuro Ouji,Wolf Girl and Black Prince,オオカミ少女と黒王子,https://anilist.co/anime/20701
only_in_namonaki,20713,Persona 4 the Golden Animation,Persona4 the Golden ANIMATION,ペルソナ4 ザ・ゴールデンアニメーション,https://anilist.co/anime/20713
only_in_namonaki,20719,Hitsugi no Chaika: AVENGING BATTLE,Chaika -The Coffin Princess- AVENGING BATTLE,棺姫のチャイカ AVENGING BATTLE,https://anilist.co/anime/20719
only_in_namonaki,20729,World Trigger,World Trigger,ワールドトリガー,https://anilist.co/anime/20729
only_in_namonaki,20736,PERSONA 3 THE MOVIE: #2 Midsummer Knight's Dream,Persona 3 the Movie: #2 Midsummer Knight's Dream,PERSONA3 THE MOVIE —#2 Midsummer Knight's Dream—,https://anilist.co/anime/20736
only_in_namonaki,20738,Tonari no Seki-kun Specials,The Master of Killing Time Specials,となりの関くん,https://anilist.co/anime/20738
