side,media_id,title_romaji,title_english,title_native,site_url
only_in_namonaki,20739,Gundam Build Fighters Try,Gundam Build Fighters Try,ガンダムビルドファイターズトライ,https://anilist.co/anime/20739
only_in_namonaki,20754,Gakkou Gurashi!,SCHOOL-LIVE!,がっこうぐらし!,https://anilist.co/anime/20754
only_in_namonaki,20762,Sidonia no Kishi: Daikyuu Wakusei Seneki,Knights of Sidonia: Battle for Planet Nine,シドニアの騎士　第九惑星戦役,https://anilist.co/anime/20762
only_in_namonaki,20763,Aoki Hagane no Arpeggio: Ars Nova - DC,Arpeggio of Blue Steel - DC,劇場版 蒼き鋼のアルペジオ -アルス・ノヴァ-  DC,https://anilist.co/anime/20763
only_in_namonaki,20764,Aoki Hagane no Arpeggio: Ars Nova - Cadenza,Arpeggio of Blue Steel - Cadenza,劇場版 蒼き鋼のアルペジオ -アルス・ノヴァ- Cadenza,https://anilist.co/anime/20764
only_in_namonaki,20770,Akatsuki no Yona,Yona of the Dawn,暁のヨナ,https://anilist.co/anime/20770
only_in_namonaki,20774,Kuusen Madoushi Kouhosei no Kyoukan,Sky Wizards Academy,空戦魔導士候補生の教官,https://anilist.co/anime/20774
only_in_namonaki,20778,"Dragon Ball Z: Fukkatsu no ""F""",Dragon Ball Z: Resurrection 'F',ドラゴンボールZ 復活の「F」,https://anilist.co/anime/20778
only_in_namonaki,20785,Absolute Duo,Absolute Duo,アブソリュート・デュオ,https://anilist.co/anime/20785
only_in_namonaki,20790,Magic Kaito 1412,Magic Kaito 1412,まじっく快斗1412,https://anilist.co/anime/20790
only_in_namonaki,20809,Madan no Ou to Vanadis,Lord Marksman and Vanadis,魔弾の王と戦姫 (ヴァナディース),https://anilist.co/anime/20809
only_in_namonaki,20811,Shingeki no Kyojin Gaiden: Kuinaki Sentaku,Attack on Titan: No Regrets,進撃の巨人 外伝 悔いなき選択,https://anilist.co/anime/20811
only_in_namonaki,20817,Donten ni Warau,Laughing Under the Clouds,曇天に笑う,https://anilist.co/anime/20817
only_in_namonaki,20832,Overlord,Overlord,オーバーロード,https://anilist.co/anime/20832
only_in_namonaki,20835,"ONE PIECE ""3D2Y"": Ace no shi wo Koete! Luffy Nakama to no Chikai",One Piece 3D2Y: Overcome Ace’s Death! Luffy’s Vow to his Friends,ONE PIECE “3D2Y” エースの死を越えて! ルフィ仲間との誓い,https://anilist.co/anime/20835
only_in_namonaki,20839,Triage X,Triage X,トリアージX,https://anilist.co/anime/20839
only_in_namonaki,20849,GOD EATER,God Eater,GOD EATER,https://anilist.co/anime/20849
only_in_namonaki,20878,Meitantei Conan: Edogawa Conan Shissou Jiken - Shijou Saiaku no Futsukakan,The Disappearance of Conan Edogawa: The Worst Two Days in History,名探偵コナン 江戸川コナン失踪事件～史上最悪の二日間～,https://anilist.co/anime/20878
only_in_namonaki,20879,Durarara!!x2 Ten,Durarara!! X2 The Second Arc,デュラララ!!×２ 転,https://anilist.co/anime/20879
only_in_namonaki,20880,Durarara!!x2 Ketsu,Durarara!! X2 The Third Arc,デュラララ!!×２ 結,https://anilist.co/anime/20880
only_in_namonaki,20905,Tenkai Knights,,テンカイナイト,https://anilist.co/anime/20905
only_in_namonaki,20906,Lupin III: PART IV,Lupin the 3rd Part IV,ルパン三世 PART IV,https://anilist.co/anime/20906
only_in_namonaki,20910,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist,下ネタという概念が存在しない退屈な世界,https://anilist.co/anime/20910
only_in_namonaki,20935,Arslan Senki (TV),The Heroic Legend of Arslan,アルスラーン戦記 (TV),https://anilist.co/anime/20935
only_in_namonaki,20941,Shin Tennis no Ouji-sama OVA vs. Genius 10,The Prince of Tennis II OVA vs Genius 10,新テニスの王子様 OVA vs Genius10,https://anilist.co/anime/20941
only_in_namonaki,20955,Rokka no Yuusha,Rokka -Braves of the Six Flowers-,六花の勇者,https://anilist.co/anime/20955
only_in_namonaki,20978,LUPIN THE IIIRD: Jigen Daisuke no Bohyou,Lupin the IIIrd: Jigen's Gravestone,LUPIN THE IIIRD 次元大介の墓標,https://anilist.co/anime/20978
only_in_namonaki,20981,Bakemono no Ko,The Boy and The Beast,バケモノの子,https://anilist.co/anime/20981
only_in_namonaki,20986,Chain Chronicle: Haecceitas no Hikari,Chain Chronicle - The Light of Haecceitas -,チェインクロニクル ～ヘクセイタスの閃(ひかり)～,https://anilist.co/anime/20986
only_in_namonaki,20991,Hidan no Aria AA,Aria the Scarlet Ammo AA,緋弾のアリアAA,https://anilist.co/anime/20991
only_in_namonaki,20996,Gintama°,Gintama Season 4,銀魂°,https://anilist.co/anime/20996
only_in_namonaki,21003,Yama no Susume: Second Season Specials,,ヤマノススメ セカンドシーズン,https://anilist.co/anime/21003
only_in_namonaki,21047,wasimo,,わしも-wasimo-,https://anilist.co/anime/21047
only_in_namonaki,21051,Nanbaka,NANBAKA,ナンバカ,https://anilist.co/anime/21051
only_in_namonaki,21058,Akagami no Shirayuki-hime,Snow White with the Red Hair,赤髪の白雪姫,https://anilist.co/anime/21058
only_in_namonaki,21064,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,,トリニティセブン 七つの大罪と七魔道士,https://anilist.co/anime/21064
only_in_namonaki,21066,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,Beautiful Bones -Sakurako's Investigation-,櫻子さんの足下には死体が埋まっている,https://anilist.co/anime/21066
only_in_namonaki,21128,Noragami ARAGOTO,Noragami Aragoto,ノラガミ ARAGOTO,https://anilist.co/anime/21128
only_in_namonaki,21175,Dragon Ball Super,Dragon Ball Super,ドラゴンボール超,https://anilist.co/anime/21175
only_in_namonaki,21218,Utawarerumono: Itsuwari no Kamen,Utawarerumono The False Faces,うたわれるもの 偽りの仮面,https://anilist.co/anime/21218
only_in_namonaki,21230,ONE PIECE: Episode of Sabo - 3-Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,One Piece - Episode of Sabo: Bond of Three Brothers - A Miraculous Reunion and an Inherited Will,ONE PIECE エピソードオブサボ ~3兄弟の絆 奇跡の再会と受け継がれる意志~,https://anilist.co/anime/21230
only_in_namonaki,21258,Akagami no Shirayuki-hime 2nd Season,Snow White with the Red Hair Season 2,赤髪の白雪姫 2ndシーズン,https://anilist.co/anime/21258
only_in_namonaki,21281,Shingeki! Kyojin Chuugakkou,Attack on Titan: Junior High,進撃！巨人中学校,https://anilist.co/anime/21281
only_in_namonaki,21286,Kindaichi Shounen no Jikenbo R 2,The File of Young Kindaichi Returns 2,金田一少年の事件簿R【リターンズ】,https://anilist.co/anime/21286
only_in_namonaki,21318,Fate/stay night: Unlimited Blade Works 2nd Season - sunny day,Fate/stay night: Unlimited Blade Works 2nd Season - sunny day,Fate/stay night [Unlimited Blade Works] 2ndシーズン - sunny day,https://anilist.co/anime/21318
only_in_namonaki,21335,ONE PIECE FILM: GOLD,One Piece Film: Gold,ONE PIECE FILM GOLD,https://anilist.co/anime/21335
only_in_namonaki,21340,Mahou Shoujo Ikusei Keikaku,Magical Girl Raising Project,魔法少女育成計画,https://anilist.co/anime/21340
only_in_namonaki,21356,Pocket Monsters XY&Z,Pokémon the Series: XYZ,ポケットモンスター XY&Z,https://anilist.co/anime/21356
only_in_namonaki,21360,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",Ace Attorney,逆転裁判 その『真実』、異議あり！,https://anilist.co/anime/21360
only_in_namonaki,21364,"GATE: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",Gate 2,GATE 自衛隊 彼の地にて、斯く戦えり 第2クール,https://anilist.co/anime/21364
only_in_namonaki,21366,3-gatsu no Lion,March comes in like a lion,３月のライオン,https://anilist.co/anime/21366
only_in_namonaki,21378,Masou Gakuen HxH,Hybrid x Heart Magias Academy Ataraxia,魔装学園H×H,https://anilist.co/anime/21378
only_in_namonaki,21410,Nejimaki Seirei Senki: Tenkyou no Alderamin,Alderamin on the Sky,ねじ巻き精霊戦記 天鏡のアルデラミン,https://anilist.co/anime/21410
only_in_namonaki,21424,Arslan Senki: Fuujin Ranbu,The Heroic Legend of Arslan: Dust Storm Dance,アルスラーン戦記 風塵乱舞,https://anilist.co/anime/21424
only_in_namonaki,21428,Hai to Gensou no Grimgar,Grimgar of Fantasy and Ash,灰と幻想のグリムガル,https://anilist.co/anime/21428
only_in_namonaki,21450,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,JoJo's Bizarre Adventure: Diamond is Unbreakable,ジョジョの奇妙な冒険 ダイヤモンドは砕けない,https://anilist.co/anime/21450
only_in_namonaki,21470,Meitantei Conan: Junkoku no Nightmare,Case Closed: The Darkest Nightmare,名探偵コナン 純黒の悪夢(ナイトメア),https://anilist.co/anime/21470
only_in_namonaki,21471,Bubuki Buranki,BBK/BRNK,ブブキ・ブランキ,https://anilist.co/anime/21471
only_in_namonaki,21485,ONE PIECE: Adventure of Nebulandia,One Piece: Adventure of Nebulandia,ONE PIECE 〜アドベンチャー オブ ネブランディア〜,https://anilist.co/anime/21485
only_in_namonaki,21497,Reikenzan: Hoshikuzu-tachi no Utage,,霊剣山　星屑たちの宴,https://anilist.co/anime/21497
only_in_namonaki,21516,Kuromukuro,Kuromukuro,クロムクロ,https://anilist.co/anime/21516
only_in_namonaki,21557,Qualidea Code,,クオリディア・コード,https://anilist.co/anime/21557
only_in_namonaki,21558,D.Gray-man HALLOW,D.Gray-man HALLOW,ディー・グレイマン ハロー,https://anilist.co/anime/21558
only_in_namonaki,21588,Gintamaº: Aizome Kaori-hen,Gintama: Love Incense Arc,銀魂 愛染香篇,https://anilist.co/anime/21588
only_in_namonaki,21629,NOBLESSE:Awakening,Noblesse: Awakening,NOBLESSE:Awakening,https://anilist.co/anime/21629
only_in_namonaki,21647,orange,Orange,orange,https://anilist.co/anime/21647
only_in_namonaki,21662,Gin no Guardian,The Silver Guardian,銀の墓守り,https://anilist.co/anime/21662
only_in_namonaki,21677,ēlDLIVE,elDLIVE,エルドライブ 【ēlDLIVE】,https://anilist.co/anime/21677
only_in_namonaki,21686,Watashi ga Motete Dousunda,"Kiss Him, Not Me",私がモテてどうすんだ,https://anilist.co/anime/21686
only_in_namonaki,21708,Occultic;Nine,Occultic;Nine,Occultic;Nine -オカルティック・ナイン-,https://anilist.co/anime/21708
only_in_namonaki,21710,Natsume Yuujinchou Go,Natsume's Book of Friends Season 5,夏目友人帳 伍,https://anilist.co/anime/21710
only_in_namonaki,21740,Bubuki Buranki: Hoshi no Kyojin,BBK/BRNK The Gentle Giants of the Galaxy,ブブキ・ブランキ 星の巨人,https://anilist.co/anime/21740
only_in_namonaki,21744,Reikenzan: Eichi e no Shikaku,,霊剣山 叡智への資格,https://anilist.co/anime/21744
only_in_namonaki,21755,Time Bokan 24,Time Bokan 24,タイムボカン24,https://anilist.co/anime/21755
only_in_namonaki,21772,Lostorage incited WIXOSS,Lostorage incited WIXOSS,Lostorage incited WIXOSS,https://anilist.co/anime/21772
only_in_namonaki,21773,Fukumenkei Noise,Anonymous Noise,覆面系ノイズ,https://anilist.co/anime/21773
only_in_namonaki,21791,Bungou Stray Dogs: Hitori Ayumu,Bungo Stray Dogs 2: Walking Alone,文豪ストレイドッグス 『独り歩む』;,https://anilist.co/anime/21791
only_in_namonaki,21821,Lupin III: Italian Game,Lupin the 3rd - Italian Game,ルパン三世 イタリアン・ゲーム,https://anilist.co/anime/21821
only_in_namonaki,21822,Lupin III: PART IV Specials,,ルパン三世 PART IV Specials,https://anilist.co/anime/21822
only_in_namonaki,21823,ACCA: 13-ku Kansatsu-ka,ACCA: 13-Territory Inspection Dept.,ACCA 13区監察課,https://anilist.co/anime/21823
only_in_namonaki,21830,Atom: The Beginning,Atom: The Beginning,アトム ザ・ビギニング,https://anilist.co/anime/21830
only_in_namonaki,21831,ONE PIECE: Heart of Gold,One Piece: Heart of Gold,ONE PIECE 〜ハートオブゴールド〜,https://anilist.co/anime/21831
only_in_namonaki,21838,Shuumatsu no Izetta,Izetta: The Last Witch,終末のイゼッタ,https://anilist.co/anime/21838
only_in_namonaki,87498,Saiyuuki RELOAD BLAST,SAIYUKI RELOAD BLAST,最遊記RELOAD BLAST,https://anilist.co/anime/87498
only_in_namonaki,87528,Black Clover: Jump Festa 2016 Special,Black Clover: Jump Festa 2016 Special,ブラッククローバー,https://anilist.co/anime/87528
only_in_namonaki,87539,Ryuu no Haisha,The Dragon Dentist,龍の歯医者,https://anilist.co/anime/87539
only_in_namonaki,97590,Onihei,ONIHEI,鬼平,https://anilist.co/anime/97590
only_in_namonaki,97592,Demi-chan wa Kataritai,Interviews with Monster Girls,亜人ちゃんは語りたい,https://anilist.co/anime/97592
only_in_namonaki,97619,LUPIN THE IIIRD: Chikemuri no Ishikawa Goemon,Lupin the IIIrd: Goemon's Blood Spray,LUPIN THE IIIRD 血煙の石川五ェ門,https://anilist.co/anime/97619
only_in_namonaki,97642,Uchouten Kazoku 2,The Eccentric Family 2,有頂天家族 2,https://anilist.co/anime/97642
only_in_namonaki,97660,Sagrada Reset,Sagrada Reset,サクラダリセット,https://anilist.co/anime/97660
only_in_namonaki,97730,Seiren,Seiren,セイレン,https://anilist.co/anime/97730
only_in_namonaki,97768,Grancrest Senki,Record of Grancrest War,グランクレスト戦記,https://anilist.co/anime/97768
only_in_namonaki,97821,Alice to Zouroku,Alice & Zoroku,アリスと蔵六,https://anilist.co/anime/97821
only_in_namonaki,97855,Vatican Kiseki Chousakan,Vatican Miracle Examiner,バチカン奇跡調査官,https://anilist.co/anime/97855
only_in_namonaki,97861,Gudetama,,ぐでたま,https://anilist.co/anime/97861
only_in_namonaki,97875,Nanbaka 2,NANBAKA - Part Two,ナンバカ 2,https://anilist.co/anime/97875
only_in_namonaki,97889,Gintama.,Gintama Season 5,銀魂。,https://anilist.co/anime/97889
only_in_namonaki,97932,Oushitsu Kyoushi Heine,The Royal Tutor,王室教師ハイネ,https://anilist.co/anime/97932
only_in_namonaki,97939,Jikan no Shihaisha,CHRONOS RULER,時間の支配者,https://anilist.co/anime/97939
only_in_namonaki,97966,Gyakuten Saiban 6 Prologue,Phoenix Wright: Ace Attorney − Spirit of Justice Prologue,逆転裁判6 プロローグ,https://anilist.co/anime/97966
only_in_namonaki,97983,Natsume Yuujinchou Roku,Natsume's Book of Friends Season 6,夏目友人帳 陸,https://anilist.co/anime/97983
only_in_namonaki,97984,Shoukoku no Altair,Altair: A Record of Battles,将国のアルタイル,https://anilist.co/anime/97984
only_in_namonaki,98144,Mahoujin Guru Guru (2017),MAGICAL CIRCLE GURU-GURU,魔法陣グルグル,https://anilist.co/anime/98144
only_in_namonaki,98202,Tsuki ga Kirei,Tsukigakirei,月がきれい,https://anilist.co/anime/98202
only_in_namonaki,98222,Meitantei Conan: Kara Kurenai Love Letter,Case Closed: Crimson Love Letter,名探偵コナンから紅の恋歌,https://anilist.co/anime/98222
only_in_namonaki,98239,Warau Salesman New,The Laughing Salesman,笑ゥせぇるすまんNew,https://anilist.co/anime/98239
only_in_namonaki,98379,Jigoku Shoujo: Yoi no Togi,Hell Girl: Fourth Twilight,地獄少女宵伽,https://anilist.co/anime/98379
only_in_namonaki,98385,Koi wa Ameagari no You ni,After the Rain,恋は雨上がりのように,https://anilist.co/anime/98385
only_in_namonaki,98437,Overlord II,Overlord II,オーバーロードⅡ,https://anilist.co/anime/98437
only_in_namonaki,98443,Juuni Taisen,JUNI TAISEN：ZODIAC WAR,十二大戦,https://anilist.co/anime/98443
only_in_namonaki,98478,3-gatsu no Lion 2nd Season,March comes in like a lion Season 2,３月のライオン 第2シリーズ,https://anilist.co/anime/98478
only_in_namonaki,98501,Youkai Apartment no Yuuga na Nichijou,Elegant Yokai Apartment Life,妖怪アパートの幽雅な日常,https://anilist.co/anime/98501
only_in_namonaki,98505,Princess Principal,Princess Principal,プリンセス・プリンシパル,https://anilist.co/anime/98505
only_in_namonaki,98512,18if,,18if,https://anilist.co/anime/98512
only_in_namonaki,98604,"Meitantei Conan Episode ""ONE"" Chiisakunatta Meitantei",Case Closed: Episode One - The Great Detective Turned Small,"名探偵コナン エピソード""ONE"" 小さくなった名探偵",https://anilist.co/anime/98604
only_in_namonaki,99148,Gin no Guardian 2,The Silver Guardian 2,銀の墓守り 2,https://anilist.co/anime/99148
only_in_namonaki,99302,ONE PIECE: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,One Piece: Episode of East Blue,ONE PIECE エピソードオブ東の海〜ルフィと4人の仲間の大冒険!!〜,https://anilist.co/anime/99302
only_in_namonaki,99424,SSSS.GRIDMAN,SSSS.GRIDMAN,SSSS.GRIDMAN,https://anilist.co/anime/99424
only_in_namonaki,99714,Gintama.: Porori-hen,Gintama.: Slip Arc,銀魂. ポロリ編,https://anilist.co/anime/99714
only_in_namonaki,99730,Sidonia no Kishi: Ai Tsumugu Hoshi,Knights of Sidonia: Love Woven in the Stars,シドニアの騎士 あいつむぐほし,https://anilist.co/anime/99730
only_in_namonaki,100010,Mahou Shoujo Site,MAGICAL GIRL SITE,魔法少女サイト,https://anilist.co/anime/100010
only_in_namonaki,100077,Hinamatsuri,HINAMATSURI,ヒナまつり,https://anilist.co/anime/100077
only_in_namonaki,100185,Toaru Majutsu no Index III,A Certain Magical Index III,とある魔術の禁書目録III,https://anilist.co/anime/100185
only_in_namonaki,100332,Kokkoku,KOKKOKU,刻刻,https://anilist.co/anime/100332
only_in_namonaki,100401,Piano no Mori (TV),Forest of Piano,ピアノの森 (TV),https://anilist.co/anime/100401
only_in_namonaki,100465,Shingeki no Kyojin Season 2: Kakusei no Houkou,Attack on Titan: The Roar of Awakening,劇場版「進撃の巨人」Season 2～覚醒の咆哮～,https://anilist.co/anime/100465
only_in_namonaki,100653,Meitantei Conan: Zero no Shikkounin,Case Closed: Zero the Enforcer,名探偵コナン ゼロの執行人,https://anilist.co/anime/100653
only_in_namonaki,100784,Gintama.: Shirogane no Tamashii-hen,Gintama.: Silver Soul Arc,銀魂. 銀ノ魂篇,https://anilist.co/anime/100784
only_in_namonaki,100957,Lupin III: PART 5,Lupin the 3rd Part V,ルパン三世 PART5,https://anilist.co/anime/100957
only_in_namonaki,101215,Chihayafuru 3,Chihayafuru 3,ちはやふる 3,https://anilist.co/anime/101215
only_in_namonaki,101227,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",Didn't I Say to Make My Abilities Average in the Next Life?!,私、能力は平均値でって言ったよね！,https://anilist.co/anime/101227
only_in_namonaki,101289,Hyakuren no Haou to Seiyaku no Valkyria,The Master of Ragnarök & Blesser of Einherjar,百錬の覇王と聖約の戦乙女,https://anilist.co/anime/101289
only_in_namonaki,101349,Babylon,BABYLON,バビロン,https://anilist.co/anime/101349
only_in_namonaki,101474,Overlord III,Overlord III,オーバーロードⅢ,https://anilist.co/anime/101474
only_in_namonaki,101573,Yagate Kimi ni Naru,Bloom Into You,やがて君になる,https://anilist.co/anime/101573
only_in_namonaki,101925,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,Gintama.: Silver Soul Arc - Second Half War,銀魂. 銀ノ魂篇2,https://anilist.co/anime/101925
only_in_namonaki,102064,Yatogame-chan Kansatsu Nikki,Yatogame-chan Kansatsu Nikki,八十亀ちゃんかんさつにっき,https://anilist.co/anime/102064
only_in_namonaki,102649,PSYCHO-PASS Sinners of the System Case 1: Tsumi to Batsu,PSYCHO-PASS Sinners of the System: Case.1 Crime and Punishment,PSYCHO-PASS サイコパス Sinners of the System Case.1 - 罪と罰,https://anilist.co/anime/102649
only_in_namonaki,102680,Watashi ni Tenshi ga Maiorita!,WATATEN!: an Angel Flew Down to Me,私に天使が舞い降りた！,https://anilist.co/anime/102680
only_in_namonaki,102939,Mayonaka no Occult Koumuin,Midnight Occult Civil Servants,真夜中のオカルト公務員,https://anilist.co/anime/102939
only_in_namonaki,103049,Piano no Mori 2 (TV),Forest of Piano Season 2,ピアノの森 2 (TV),https://anilist.co/anime/103049
only_in_namonaki,104286,Oushitsu Kyoushi Heine Movie,The Royal Tutor Movie,劇場版王室教師ハイネ,https://anilist.co/anime/104286
only_in_namonaki,104990,PSYCHO-PASS Sinners of the System Case 3: Onshuu no Kanata ni ____,PSYCHO-PASS Sinners of the System: Case.3 Beyond the Pale of Vengeance,PSYCHO-PASS サイコパス Sinners of the System Case.3 - 恩讐の彼方に____,https://anilist.co/anime/104990
only_in_namonaki,105049,GO-GO Tamagotchi!,,GO-GO たまごっち！,https://anilist.co/anime/105049
only_in_namonaki,105143,ONE PIECE STAMPEDE,One Piece: Stampede,ONE PIECE STAMPEDE,https://anilist.co/anime/105143
only_in_namonaki,106499,Pocket Monsters XY&Z Tokubetsu-hen,Pokémon the Series: XYZ Specials,ポケットモンスターXY&Z 特別編,https://anilist.co/anime/106499
only_in_namonaki,107313,LUPIN THE IIIRD: Mine Fujiko no Uso,Lupin the IIIrd: Fujiko's Lie,LUPIN THE IIIRD 峰不二子の嘘,https://anilist.co/anime/107313
only_in_namonaki,107372,Mahoutsukai ni Narenakatta Onnanoko no Hanashi.,The Stories of Girls Who Couldn't Be Magicians,魔法使いになれなかった女の子の話。,https://anilist.co/anime/107372
only_in_namonaki,109003,Code Geass: Boukoku no Akito 3 - Kagayakumono Ten Yori Otsu Picture Drama,,コードギアス 亡国のアキト 第3章 輝くもの天より堕つ,https://anilist.co/anime/109003
only_in_namonaki,109004,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara Picture Drama,,コードギアス 亡国のアキト 第4章 憎しみの記憶から,https://anilist.co/anime/109004
only_in_namonaki,110178,Isekai Quartet 2,Isekai Quartet 2,異世界かるてっと 2,https://anilist.co/anime/110178
only_in_namonaki,110355,Golden Kamuy 3rd Season,Golden Kamuy Season 3,ゴールデンカムイ 第三期,https://anilist.co/anime/110355
only_in_namonaki,112640,Utawarerumono: Futari no Hakuoro,Utawarerumono Mask of Truth,うたわれるもの 二人の白皇,https://anilist.co/anime/112640
only_in_namonaki,112649,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,Suppose a Kid from the Last Dungeon Boonies moved to a starter town?,たとえばラストダンジョン前の村の少年が序盤の街で暮らすような物語,https://anilist.co/anime/112649
only_in_namonaki,114087,World Trigger 2nd Season,World Trigger 2nd Season,ワールドトリガー 2ndシーズン,https://anilist.co/anime/114087
only_in_namonaki,114099,Dragon Quest: Dai no Daibouken (2020),Dragon Quest: The Adventure of Dai,ドラゴンクエスト ダイの大冒険,https://anilist.co/anime/114099
only_in_namonaki,114302,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,Drug Store in Another World - The Slow Life of a Cheat Pharmacist,チート薬師のスローライフ～異世界に作ろうドラッグストア～,https://anilist.co/anime/114302
only_in_namonaki,114446,Higurashi no Naku Koro ni Gou,Higurashi: When They Cry - GOU,ひぐらしのなく頃に業,https://anilist.co/anime/114446
only_in_namonaki,116005,NOBLESSE,Noblesse,NOBLESSE -ノブレス-,https://anilist.co/anime/116005
only_in_namonaki,116287,Ura Sekai Picnic,Otherside Picnic,裏世界ピクニック,https://anilist.co/anime/116287
only_in_namonaki,116605,Date A Live IV,Date A Live IV,デート・ア・ライブIV,https://anilist.co/anime/116605
only_in_namonaki,117284,Himitsukessha Taka no Tsume EX,,秘密結社 鷹の爪 EX,https://anilist.co/anime/117284
only_in_namonaki,117285,Himitsukessha Taka no Tsume DO,,秘密結社鷹の爪 DO,https://anilist.co/anime/117285
only_in_namonaki,120150,Bungou Stray Dogs Wan!,Bungo Stray Dogs WAN!,文豪ストレイドッグス わん！,https://anilist.co/anime/120150
only_in_namonaki,122808,Princess Connect! Re:Dive Season 2,Princess Connect! Re:Dive Season 2,プリンセスコネクト！Re:Dive Season 2,https://anilist.co/anime/122808
only_in_namonaki,123785,Praeter no Kizu,Scar on the Praeter,プレイタの傷,https://anilist.co/anime/123785
only_in_namonaki,124703,Boukyaku Battery,,忘却バッテリー,https://anilist.co/anime/124703
only_in_namonaki,125869,Hikari no Ou,The Fire Hunter,火狩りの王,https://anilist.co/anime/125869
only_in_namonaki,126830,Code Geass: Dakkan no Rozé,Code Geass: Rozé of the Recapture,コードギアス 奪還のロゼ,https://anilist.co/anime/126830
only_in_namonaki,127400,World Trigger 3rd Season,World Trigger 3rd Season,ワールドトリガー 3rdシーズン,https://anilist.co/anime/127400
only_in_namonaki,128547,Odd Taxi,ODDTAXI,オッドタクシー,https://anilist.co/anime/128547
only_in_namonaki,128715,Niehime to Kemono no Ou,Sacrificial Princess and the King of Beasts,贄姫と獣の王,https://anilist.co/anime/128715
only_in_namonaki,129386,Seven Knights Revolution: Eiyuu no Keishousha,SEVEN KNIGHTS REVOLUTION: Hero Successor,セブンナイツ レボリューション -英雄の継承者-,https://anilist.co/anime/129386
only_in_namonaki,130050,Summer Ghost,Summer Ghost,サマーゴースト,https://anilist.co/anime/130050
only_in_namonaki,130591,Sabikui Bisco,Sabikui Bisco,錆喰いビスコ,https://anilist.co/anime/130591
only_in_namonaki,131149,Higurashi no Naku Koro ni Sotsu,Higurashi: When They Cry - SOTSU,ひぐらしのなく頃に卒,https://anilist.co/anime/131149
only_in_namonaki,131150,SCARLET NEXUS,Scarlet Nexus,SCARLET NEXUS,https://anilist.co/anime/131150
only_in_namonaki,131182,Yama no Susume: Next Summit,Encouragement of Climb: Next Summit,ヤマノススメ Next Summit,https://anilist.co/anime/131182
only_in_namonaki,131516,Do It Yourself!!,Do It Yourself!!,Do It Yourself!! -どぅー・いっと・ゆあせるふ-,https://anilist.co/anime/131516
only_in_namonaki,131548,Akebi-chan no Sailor Fuku,Akebi’s Sailor Uniform,明日ちゃんのセーラー服,https://anilist.co/anime/131548
only_in_namonaki,131680,Black Clover: Mahou Tei no Ken,Black Clover: Sword of the Wizard King,ブラッククローバー 魔法帝の剣,https://anilist.co/anime/131680
only_in_namonaki,131770,Meitantei Conan: Hiiro no Fuzai Shoumei,,名探偵コナン 緋色の不在証明,https://anilist.co/anime/131770
only_in_namonaki,132351,"Kono Healer, Mendokusai","Don’t Hurt Me, My Healer!",このヒーラー、めんどくさい,https://anilist.co/anime/132351
only_in_namonaki,132473,Saihate no Paladin,The Faraway Paladin,最果てのパラディン,https://anilist.co/anime/132473
only_in_namonaki,132474,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",Skeleton Knight in Another World,骸骨騎士様、只今異世界へお出掛け中,https://anilist.co/anime/132474
only_in_namonaki,133844,Overlord IV,Overlord IV,オーバーロードⅣ,https://anilist.co/anime/133844
only_in_namonaki,135102,Kamitachi ni Hirowareta Otoko 2,By the Grace of the Gods 2,神達に拾われた男２,https://anilist.co/anime/135102
only_in_namonaki,135866,Youjo Senki: Sabaku no Pasta Daisakusen,Saga of Tanya the Evil: Operation Desert Pasta,幼女戦記 砂漠のパスタ大作戦,https://anilist.co/anime/135866
only_in_namonaki,137247,Gensou Sangokushi: Tengen Reishinki,Fantasia Sango - Realm of Legends,幻想三國誌 -天元霊心記,https://anilist.co/anime/137247
only_in_namonaki,139369,Shinmai Renkinjutsushi no Tenpo Keiei,Management of a Novice Alchemist,新米錬金術師の店舗経営,https://anilist.co/anime/139369
only_in_namonaki,139587,Tensei Shitara Ken Deshita,Reincarnated as a Sword,転生したら剣でした,https://anilist.co/anime/139587
only_in_namonaki,139820,Akuyaku Reijou nano de Last Boss wo Kattemimashita,"I'm the Villainess, So I'm Taming the Final Boss",悪役令嬢なのでラスボスを飼ってみました,https://anilist.co/anime/139820
only_in_namonaki,139825,"Kimi to Boku no Saigo no Senjou, Arui wa Sekai ga Hajimaru Seisen Season II",Our Last Crusade or the Rise of a New World Season 2,キミと僕の最後の戦場、あるいは世界が始まる聖戦 Season II,https://anilist.co/anime/139825
